entrada,salida
a debussy le llevó muchos años desarrollar su estilo musical y tenía casi 40 años cuando alcanzó fama internacional en 1902 con la única ópera que concluyó peleas y melisande pelléas et mélisande,"A Debussy le llevó muchos años desarrollar su estilo musical y tenía casi 40 años cuando alcanzó fama internacional en 1902 con la única ópera que concluyó, Peleas y Melisande Pelléas et Mélisande ."
entre sus composiciones orquestales se encuentran preludio a la siesta de un fauno prélude l'apr s-midi d'un faune 1894 nocturnos nocturnes 1897-1899 e images 1905-1912 su música fue en gran medida una forma de reacción frente a wagner y a la tradición musical alemana consideró obsoleta la sinfonía clásica y buscó una alternativa en sus bocetos sinfónicos la mer 1903-1905 entre sus obras para piano se encuentran dos libros de preludios préludes y dos de estudios études a lo largo de su carrera escribió mélodies basadas en una gran variedad de poesía incluida la suya propia estaba muy influenciado por el movimiento poético simbolista de finales del siglo xix un pequeño número de sus obras como la temprana la damoiselle élue 1887-1889 y la tardía el martirio de san sebastián le martyre de saint sébastien 1911 incluyen una parte importante para los coros en sus últimos años se centró en la música de cámara y completó tres de las seis sonatas que tenía previsto componer para diferentes combinaciones de instrumentos,"Entre sus composiciones orquestales se encuentran Preludio a la siesta de un fauno Prélude l'apr s-midi d'un faune, 1894 , Nocturnos Nocturnes, 1897-1899 e Images 1905-1912 . Su música fue en gran medida una forma de reacción frente a Wagner y a la tradición musical alemana. Consideró obsoleta la sinfonía clásica y buscó una alternativa en sus bocetos sinfónicos La mer 1903-1905 . Entre sus obras para piano se encuentran dos libros de preludios Préludes y dos de estudios tudes . A lo largo de su carrera escribió mélodies basadas en una gran variedad de poesía, incluida la suya propia. Estaba muy influenciado por el movimiento poético simbolista de finales del siglo XIX. Un pequeño número de sus obras, como la temprana La Damoiselle élue 1887-1889 y la tardía El martirio de San Sebastián Le Martyre de saint Sébastien, 1911 , incluyen una parte importante para los coros. En sus últimos años se centró en la música de cámara y completó tres de las seis sonatas que tenía previsto componer para diferentes combinaciones de instrumentos."
el siglo xx estuvo marcado por dos grandes acontecimientos que fueron muy decisivos en la historia de la música occidental y marcaron el avance posterior que seguirá la música hasta llegar a nuestros días el primero es el abandono de la tonalidad y la total ruptura de las formas y técnicas que se venían haciendo desde los principios de la era barroca a partir de 1910 en concordia con las otras rupturas totales de las otras ramas de las artes a partir de ahí la música occidental se vuelve muy experimental y los compositores se empeñan en hallar nuevos caminos tanto en las formas los instrumentos los colores la tonalidad el ritmo para hacer una música totalmente nueva y alejada del período de la práctica común de los últimos trescientos años,"El siglo XX estuvo marcado por dos grandes acontecimientos que fueron muy decisivos en la historia de la música occidental, y marcaron el avance posterior que seguirá la música hasta llegar a nuestros días. El primero es el abandono de la tonalidad y la total ruptura de las formas y técnicas que se venían haciendo desde los principios de la era barroca a partir de 1910, en concordia con las otras rupturas totales de las otras ramas de las artes. A partir de ahí, la música occidental se vuelve muy experimental y los compositores se empeñan en hallar nuevos caminos tanto en las formas, los instrumentos, los colores, la tonalidad, el ritmo para hacer una música totalmente nueva y alejada del período de la práctica común de los últimos trescientos años."
el segundo gran fenómeno es el auge y masificación de un tipo de música que se desarrolló en las ciudades durante el siglo anterior en contacto con las dos grandes ramas en que se dividía hasta ese momento la música la étnica y la académica la música popular este tipo de música consumida por la creciente clase media urbana experimentará un gran desarrollo gracias a la posibilidad de grabar sonido mediante las nuevas tecnologías de principios del siglo xx lo que dará lugar a la industria del disco y la aparición de medios de comunicación de masas como la radio y el cine sonoro el efecto de la música popular y la industria musical que se desarrolla en torno a ella cambiarán drásticamente los hábitos musicales que estaban presentes desde la edad media,"El segundo gran fenómeno es el auge y masificación de un tipo de música que se desarrolló en las ciudades durante el siglo anterior en contacto con las dos grandes ramas en que se dividía hasta ese momento la música la étnica y la académica la música popular. Este tipo de música, consumida por la creciente clase media urbana, experimentará un gran desarrollo gracias a la posibilidad de grabar sonido mediante las nuevas tecnologías de principios del siglo XX lo que dará lugar a la industria del disco y la aparición de medios de comunicación de masas como la radio y el cine sonoro. El efecto de la música popular y la industria musical que se desarrolla en torno a ella cambiarán drásticamente los hábitos musicales que estaban presentes desde la Edad Media."
el futurismo fue uno de los movimientos iniciales de vanguardia en la europa del siglo xx esta corriente artística fue fundada en italia por el poeta italiano filippo tommaso marinetti quien redacta el manifiesto futurista y lo publica el 20 de febrero de 1909 en el diario le figaro de parís,"El futurismo fue uno de los movimientos iniciales de vanguardia en la Europa del siglo XX. Esta corriente artística fue fundada en Italia por el poeta italiano Filippo Tommaso Marinetti, quien redacta el Manifiesto Futurista, y lo publica el 20 de febrero de 1909 en el diario Le Figaro de París."
este movimiento buscaba la ruptura con las tradiciones artísticas del pasado y los signos convencionales de la historia del arte intentó enaltecer la vida contemporánea esto por medio de dos temas principales la máquina y el movimiento los principales compositores futuristas fueron los italianos francesco balilla pratella y luigi russolo,"Este movimiento buscaba la ruptura con las tradiciones artísticas del pasado y los signos convencionales de la historia del arte. Intentó enaltecer la vida contemporánea, esto por medio de dos temas principales la máquina y el movimiento. Los principales compositores futuristas fueron los italianos Francesco Balilla Pratella y Luigi Russolo."
los primeros antecedentes de la música europea sin un centro tonal se encuentran en franz liszt con su bagatella sin tonalidad de 1885 período que ya se hablaba de una crisis de la tonalidad esta crisis se generó a partir del uso cada vez más frecuente de acordes ambiguos inflexiones armónicas menos probables y las inflexiones melódicas y rítmicas más inusuales posibles dentro de la música tonal,"Los primeros antecedentes de la música europea sin un centro tonal se encuentran en Franz Liszt con su Bagatella sin tonalidad de 1885, período que ya se hablaba de una crisis de la tonalidad . Esta crisis se generó a partir del uso cada vez más frecuente de acordes ambiguos, inflexiones armónicas menos probables, y las inflexiones melódicas y rítmicas más inusuales posibles dentro de la música tonal."
a principios del siglo xx compositores como claude debussy aleksandr skriabin béla bartók paul hindemith serguéi prokófiev carl ruggles ígor stravinsky y edgard var se escribieron música que se ha descrito total o parcialmente como atonal la primera fase del atonalismo antecesora del dodecafonismo conocida como atonalidad libre o cromatismo libre implicó un intento consciente de evitar la armonía diatónica tradicional las obras más importantes de este periodo son la ópera wozzeck 1917-1922 de alban berg y pierrot lunaire 1912 de arnold sch nberg,"A principios del siglo XX compositores como Claude Debussy, Aleksandr Skriabin, Béla Bartók, Paul Hindemith, Serguéi Prokófiev, Carl Ruggles, gor Stravinsky y Edgard Var se, escribieron música que se ha descrito, total o parcialmente, como atonal. La primera fase del atonalismo antecesora del dodecafonismo , conocida como atonalidad libre o cromatismo libre , implicó un intento consciente de evitar la armonía diatónica tradicional. Las obras más importantes de este periodo son la ópera Wozzeck 1917-1922 de Alban Berg y Pierrot Lunaire 1912 de Arnold Sch nberg."
una de las más significativas figuras en la música del siglo xx es arnold schoenberg sus primeros trabajos pertenecen al estilo romántico tardío influenciado por johannes brahms richard wagner y gustav mahler pero al final abandonó el sistema de composición tonal para escribir música atonal con el tiempo desarrolló la técnica del dodecafonismo proponiéndola en 1923 en reemplazo de la organización tonal tradicional,"Una de las más significativas figuras en la música del siglo XX es Arnold Schoenberg. Sus primeros trabajos pertenecen al estilo romántico tardío, influenciado por Johannes Brahms, Richard Wagner y Gustav Mahler, pero al final abandonó el sistema de composición tonal para escribir música atonal. Con el tiempo, desarrolló la técnica del dodecafonismo, proponiéndola en 1923 en reemplazo de la organización tonal tradicional."
sus alumnos anton webern y alban berg también desarrollaron y profundizaron el uso del sistema dodecafónico y destacaron por el uso de tal técnica bajo reglas propias los tres son conocidos familiarmente como la trinidad schoenberg o la segunda escuela vienesa este nombre se creó para resaltar que esta nueva música tuvo el mismo efecto innovador que la primera escuela de viena de haydn mozart y beethoven,"Sus alumnos Anton Webern y Alban Berg también desarrollaron y profundizaron el uso del sistema dodecafónico, y destacaron por el uso de tal técnica bajo reglas propias. Los tres son conocidos, familiarmente, como La Trinidad Schoenberg, o la Segunda Escuela Vienesa. Este nombre se creó para resaltar que esta Nueva Música tuvo el mismo efecto innovador que la Primera Escuela de Viena de Haydn, Mozart y Beethoven."
el dodecafonismo fue una forma de música atonal con una técnica de composición en la cual las 12 notas de la escala cromática son tratadas como equivalentes es decir sujetas a una relación ordenada que a diferencia del sistema mayor-menor de la tonalidad no establece jerarquía entre las notas lo que hizo el fundador de la música dodecafónica sch nberg fue prohibir por estatuto usar una nota más que otra la melodía dodecafónica debe llevar las 12 notas que hay en la escala cromática se escribe siguiendo el principio de que todos los doce semitonos o notas son de igual importancia la relación interna se establece a partir del uso de una serie compuesta por las doce notas el compositor decide el orden en que aparecen con la condición de que no se repita ninguna hasta el final,"El dodecafonismo fue una forma de música atonal, con una técnica de composición en la cual las 12 notas de la escala cromática son tratadas como equivalentes, es decir, sujetas a una relación ordenada que a diferencia del sistema mayor-menor de la tonalidad no establece jerarquía entre las notas. Lo que hizo el fundador de la música dodecafónica, Sch nberg, fue prohibir por estatuto usar una nota más que otra la melodía dodecafónica debe llevar las 12 notas que hay en la escala cromática. Se escribe siguiendo el principio de que todos los doce semitonos o notas son de igual importancia. La relación interna se establece a partir del uso de una serie compuesta por las doce notas. El compositor decide el orden en que aparecen con la condición de que no se repita ninguna hasta el final."
el serialismo integral representa un paso más adelante del dodecafonismo y fue creada por el que fue discípulo de sch nberg anton webern se establece un orden no sólo para la sucesión de las diferentes alturas sino para la sucesión de las diferentes duraciones las figuras como la negra corchea etc y la sucesión de las dinámicas los niveles de intensidad sonora como también para la articulación todas estas series se repiten durante el transcurso de una obra la técnica se ha llamado serialismo integral para distinguirla del serialismo limitado del dodecafonismo irónicamente después de años de impopularidad el estilo puntillista de webern en el que los sonidos individuales son cuidadosasmente ubicados en la obra de manera que cada uno tiene importancia se convirtió en norma en europa durante los años cincuenta y sesenta y fue muy influyente entre compositores de la postguerra como olivier messiaen pierre boulez luciano berio luigi nono karlheinz stockhausen e igor stravinsky,"El serialismo integral representa un paso más adelante del dodecafonismo, y fue creada por el que fue discípulo de Sch nberg, Anton Webern se establece un orden no sólo para la sucesión de las diferentes alturas, sino para la sucesión de las diferentes duraciones las figuras , como la negra, corchea, etc. y la sucesión de las dinámicas los niveles de intensidad sonora , como también para la articulación. Todas estas series se repiten durante el transcurso de una obra. La técnica se ha llamado serialismo integral para distinguirla del serialismo limitado del dodecafonismo. Irónicamente, después de años de impopularidad, el estilo puntillista de Webern en el que los sonidos individuales son cuidadosasmente ubicados en la obra de manera que cada uno tiene importancia se convirtió en norma en Europa durante los años cincuenta y sesenta, y fue muy influyente entre compositores de la postguerra como Olivier Messiaen, Pierre Boulez, Luciano Berio, Luigi Nono, Karlheinz Stockhausen e Igor Stravinsky."
el primitivismo fue un movimiento de las artes que pretendía rescatar el folclor más arcaico de ciertas regiones con un lenguaje moderno similar al nacionalismo en su afán por rescatar lo local el primitivismo incorporó además métricas y acentuaciones irregulares un mayor uso de la percusión y otros timbres escalas modales y armonía politonal y atonal dentro de la música los dos gigantes de este movimiento fueron el ruso ígor stravinsky y el húngaro bela bartok aunque la obra de ambos sobrepasa con creces la denominación primitivista,"El primitivismo fue un movimiento de las artes que pretendía rescatar el folclor más arcaico de ciertas regiones con un lenguaje moderno. Similar al nacionalismo en su afán por rescatar lo local, el primitivismo incorporó además métricas y acentuaciones irregulares, un mayor uso de la percusión y otros timbres, escalas modales, y armonía politonal y atonal. Dentro de la música los dos gigantes de este movimiento fueron el ruso gor Stravinsky y el húngaro Bela Bartok, aunque la obra de ambos sobrepasa con creces la denominación primitivista ."
en cuanto a ígor stravinsky su larga vida murió cuando iba a cumplir los 89 años le permitió conocer gran variedad de corrientes musicales resultan justificadas sus protestas contra quienes lo tildaban como un músico del porvenir es algo absurdo no vivo en el pasado ni en el futuro estoy en el presente en su presente compuso una gran cantidad de obras clásicas abordando varios estilos como el primitivismo el neoclasicismo y el serialismo pero es conocido mundialmente sobre todo por tres obras de uno de sus períodos iniciales el llamado período ruso el pájaro de fuego l'oiseau de feu 1910 petrushka 1911 y la consagración de la primavera le sacre du printemps 1913 para muchos estos ballets clásicos atrevidos e innovadores prácticamente reinventaron el género stravinski también escribió para diversos tipos de conjuntos en un amplio espectro de formas clásicas desde óperas y sinfonías a pequeñas piezas para piano y obras para grupos de jazz,"En cuanto a gor Stravinsky, su larga vida murió cuando iba a cumplir los 89 años le permitió conocer gran variedad de corrientes musicales. Resultan justificadas sus protestas contra quienes lo tildaban como un músico del porvenir Es algo absurdo. No vivo en el pasado ni en el futuro. Estoy en el presente . En su presente compuso una gran cantidad de obras clásicas abordando varios estilos como el primitivismo, el neoclasicismo y el serialismo, pero es conocido mundialmente sobre todo por tres obras de uno de sus períodos iniciales el llamado período ruso El pájaro de fuego L'Oiseau de feu, 1910 , Petrushka 1911 y La consagración de la primavera Le sacre du printemps, 1913 . Para muchos, estos ballets clásicos, atrevidos e innovadores, prácticamente reinventaron el género. Stravinski también escribió para diversos tipos de conjuntos en un amplio espectro de formas clásicas, desde óperas y sinfonías a pequeñas piezas para piano y obras para grupos de jazz."
stravinski dejó rusia por primera vez en 1910 para asistir en parís al estreno de su ballet el pájaro de fuego por los ballets rusos durante su estancia en dicha ciudad compuso dos obras más para los ballets rusos petrushka 1911 y la consagración de la primavera 1913 los ballets revelan el desarrollo estilístico del compositor desde el pájaro de fuego cuyo estilo muestra la poderosa influencia de rimski-kórsakov a petrushka con su fuerte énfasis bitonal para llegar finalmente a la salvaje disonancia polifónica de la consagración de la primavera como stravinski mencionó acerca de sus estrenos su intención era mandar todo al demonio y lo logró el estreno de la consagración de la primavera en 1913 fue probablemente el más famoso escándalo en la historia de la música con luchas a puñetazos entre los miembros del público y la necesidad de vigilancia policial durante el segundo acto,"Stravinski dejó Rusia por primera vez en 1910, para asistir en París al estreno de su ballet El pájaro de fuego por los Ballets Rusos. Durante su estancia en dicha ciudad, compuso dos obras más para los Ballets Rusos Petrushka 1911 y La consagración de la primavera 1913 . Los ballets revelan el desarrollo estilístico del compositor desde El pájaro de fuego, cuyo estilo muestra la poderosa influencia de Rimski-Kórsakov, a Petrushka con su fuerte énfasis bitonal, para llegar finalmente a la salvaje disonancia polifónica de La consagración de la primavera. Como Stravinski mencionó acerca de sus estrenos, su intención era mandar todo al demonio y lo logró el estreno de La consagración de la primavera en 1913 fue probablemente el más famoso escándalo en la historia de la música, con luchas a puñetazos entre los miembros del público y la necesidad de vigilancia policial durante el segundo acto ."
el microtonalismo es la música que utiliza microtonos los intervalos musicales menores que un semitono el músico estadounidense charles ives definía a los microtonos de manera humorística como las notas entre las teclas del piano,El microtonalismo es la música que utiliza microtonos los intervalos musicales menores que un semitono . El músico estadounidense Charles Ives definía a los microtonos de manera humorística como las notas entre las teclas del piano .
el mexicano julián carrillo 1875-1965 distingue dieciséis sonidos claramente diferentes entre los lanzamientos de g y a emitida por la cuarta cuerda de violín lo que fue su punto de partida para componer una gran cantidad de música microtonal el microtonalismo está presente en las obras de george enescu bela bartok y miguel oblitas bustamante algunos otros autores emplearon también esta técnica la música microtonal nunca tuvo demasiada aceptación y fue considerada en adelante casi exclusivamente por los músicos de vanguardia,"El mexicano Julián Carrillo 1875-1965 distingue dieciséis sonidos claramente diferentes entre los lanzamientos de G y A emitida por la cuarta cuerda de violín, lo que fue su punto de partida para componer una gran cantidad de música microtonal. El microtonalismo está presente en las obras de George Enescu, Bela Bartok y Miguel Oblitas Bustamante. Algunos otros autores emplearon también esta técnica. La música microtonal nunca tuvo demasiada aceptación y fue considerada en adelante casi exclusivamente por los músicos de Vanguardia."
el neoclasicismo en música refiere al movimiento del siglo xx que retomó una práctica común de tradición en cuanto a la armonía la melodía la forma los timbres y los ritmos pero mezclada con grandes disonancias atonales y ritmos sincopados como punto de partida para componer música ígor stravinski paul hindemith serguéi prokófiev dmitri shostakóvich bohuslav martinu y béla bartók son los compositores más importantes usualmente mencionados en este estilo pero también el prolífico darius milhaud y sus contemporáneos francis poulenc y arthur honegger,"El neoclasicismo en música refiere al movimiento del siglo XX que retomó una práctica común de tradición en cuanto a la armonía, la melodía, la forma, los timbres y los ritmos, pero mezclada con grandes disonancias atonales y ritmos sincopados, como punto de partida para componer música. gor Stravinski, Paul Hindemith, Serguéi Prokófiev, Dmitri Shostakóvich, Bohuslav Martinu y Béla Bartók son los compositores más importantes usualmente mencionados en este estilo, pero también el prolífico Darius Milhaud y sus contemporáneos Francis Poulenc y Arthur Honegger."
tras un período inicial en el que parecen primar las influencias de serguéi prokófiev ígor stravinski y paul hindemith dmitri shostakóvich desarrolló un estilo híbrido del que es representativa su ópera lady macbeth de mtsensk 1934 posteriormente derivó hacia un estilo posromántico donde destaca la sinfonía n 5 1937 y en el que la influencia de gustav mahler se combina con la tradición musical rusa con modest músorgski y stravinsky como referentes importantes shostakóvich integró todas esas influencias creando un estilo muy personal la música de shostakóvich suele incluir contrastes agudos y elementos grotescos con un componente rítmico muy destacado en su obra orquestal destacan quince sinfonías y seis conciertos en su música de cámara cabe mencionar especialmente sus quince cuartetos para cuerdas también compuso varias óperas así como música de cine y ballet,"Tras un período inicial en el que parecen primar las influencias de Serguéi Prokófiev, gor Stravinski y Paul Hindemith, Dmitri Shostakóvich desarrolló un estilo híbrido del que es representativa su ópera Lady Macbeth de Mtsensk 1934 . Posteriormente derivó hacia un estilo posromántico, donde destaca la Sinfonía n. 5 1937 , y en el que la influencia de Gustav Mahler se combina con la tradición musical rusa, con Modest Músorgski y Stravinsky como referentes importantes. Shostakóvich integró todas esas influencias creando un estilo muy personal. La música de Shostakóvich suele incluir contrastes agudos y elementos grotescos, con un componente rítmico muy destacado. En su obra orquestal destacan quince sinfonías y seis conciertos en su música de cámara cabe mencionar especialmente sus quince cuartetos para cuerdas también compuso varias óperas, así como música de cine y ballet."
los avances tecnológicos en el siglo xx permitieron a los compositores utilizar medios electrónicos para producir sonidos en francia se desarrolló la música concreta escuela que producía sonidos existentes en el mundo se llama concreta porque según pierre schaeffer su inventor planteaba que está producida por objetos concretos y no por los abstractos que serían los instrumentos musicales tradicionales el primero que dispuso de esos medios fue edgar varese quien presentó po me électronique en el pabellón philips de la exposición de bruselas en 1958 en 1951 schaeffer junto a pierre henry crearon el grupo de investigación de música concreta en parís pronto atrajo un gran interés y entre los que se acercaron se encontraban diferentes compositores significativos como olivier messiaen pierre boulez jean barraqué karlheinz stockhausen edgard varese iannis xenakis michel philippot y arthur honegger,"Los avances tecnológicos en el siglo XX permitieron a los compositores utilizar medios electrónicos para producir sonidos. En Francia se desarrolló la música concreta escuela que producía sonidos existentes en el mundo. Se llama concreta porque según Pierre Schaeffer, su inventor, planteaba que está producida por objetos concretos y no por los abstractos que serían los instrumentos musicales tradicionales. El primero que dispuso de esos medios fue Edgar Varese, quien presentó Po me électronique en el pabellón Philips de la Exposición de Bruselas en 1958. En 1951, Schaeffer, junto a Pierre Henry, crearon el Grupo de Investigación de Música Concreta en París. Pronto atrajo un gran interés, y entre los que se acercaron se encontraban diferentes compositores significativos como Olivier Messiaen, Pierre Boulez, Jean Barraqué, Karlheinz Stockhausen, Edgard Varese, Iannis Xenakis, Michel Philippot y Arthur Honegger."
en el caso de messiaen tanto su fascinación por el hinduismo su admiración por la naturaleza y los pájaros su profunda fe cristiana y su amor por el color instrumental fueron primordiales para su formación como persona y artista,"En el caso de Messiaen, tanto su fascinación por el hinduismo, su admiración por la naturaleza y los pájaros, su profunda fe cristiana y su amor por el color instrumental, fueron primordiales para su formación como persona y artista."
ingresó en el conservatorio de parís a la edad de 11 años y tuvo como profesores a paul dukas marcel dupré maurice emmanuel y charles-marie widor fue designado organista en la iglesia de la santa trinidad de parís en 1931 puesto que ocupó hasta su muerte,"Ingresó en el Conservatorio de París a la edad de 11 años, y tuvo como profesores a Paul Dukas, Marcel Dupré, Maurice Emmanuel y Charles-Marie Widor. Fue designado organista en la Iglesia de la Santa Trinidad de París en 1931, puesto que ocupó hasta su muerte."
en 1940 en la batalla de francia messiaen fue hecho prisionero de guerra y mientras estaba encarcelado compuso su quatuor pour la fin du temps cuarteto para el fin del tiempo para los cuatro instrumentos disponibles allí piano violín violonchelo y clarinete la obra fue estrenada por messiaen y sus amigos prisioneros ante una audiencia de prisioneros y vigilantes al salir de prisión en 1941 pronto messiaen fue nombrado profesor de armonía y luego profesor de composición en 1966 en el conservatorio de parís puesto que mantuvo hasta su retiro en 1978 entre sus distinguidos alumnos están pierre boulez yvonne loriod quien después sería la segunda esposa de messiaen y la intérprete por excelencia de sus obras escritas para piano o con piano solista karlheinz stockhausen iannis xenakis william bolcom y george benjamin,"En 1940, en la batalla de Francia, Messiaen fue hecho prisionero de guerra, y mientras estaba encarcelado compuso su Quatuor pour la fin du temps Cuarteto para el fin del tiempo para los cuatro instrumentos disponibles allí piano, violín, violonchelo y clarinete. La obra fue estrenada por Messiaen y sus amigos prisioneros ante una audiencia de prisioneros y vigilantes. Al salir de prisión en 1941, pronto Messiaen fue nombrado profesor de armonía, y luego profesor de composición en 1966 en el Conservatorio de París, puesto que mantuvo hasta su retiro en 1978. Entre sus distinguidos alumnos están Pierre Boulez, Yvonne Loriod quien después sería la segunda esposa de Messiaen, y la intérprete por excelencia de sus obras escritas para piano o con piano solista , Karlheinz Stockhausen, Iannis Xenakis, William Bolcom y George Benjamin."
la música de messiaen es rítmicamente compleja él estaba interesado en los ritmos de la antigua grecia y de orígenes hindúes y se basa armónica y melódicamente en los modos de transposición limitada que fueron una innovación propia de messiaen,"La música de Messiaen es rítmicamente compleja él estaba interesado en los ritmos de la antigua Grecia y de orígenes hindúes , y se basa armónica y melódicamente en los modos de transposición limitada, que fueron una innovación propia de Messiaen."
estaba fascinado por el canto de los pájaros decía que los pájaros eran los mejores músicos y se consideraba a sí mismo tanto ornitólogo como compositor transcribía el canto de los pájaros en sus viajes por todo el mundo e incorporó las transcripciones de estos cantos en gran parte de su música su uso innovador del color su concepción personal de la relación entre el tiempo y la música y su intento de expresar profundas ideas religiosas todo se combina de tal modo que hace casi imposible confundir una composición de messiaen con una obra de cualquier otro compositor contemporáneo occidental,"Estaba fascinado por el canto de los pájaros decía que los pájaros eran los mejores músicos y se consideraba a sí mismo tanto ornitólogo como compositor. Transcribía el canto de los pájaros en sus viajes por todo el mundo, e incorporó las transcripciones de estos cantos en gran parte de su música. Su uso innovador del color, su concepción personal de la relación entre el tiempo y la música y su intento de expresar profundas ideas religiosas, todo se combina de tal modo que hace casi imposible confundir una composición de Messiaen con una obra de cualquier otro compositor contemporáneo occidental."
en alemania en cambio la forma de usar la tecnología se llamó música electrónica que es aquella que utiliza solamente sonidos producidos electrónicamente el primer concierto tendría lugar en darmstadt en 1951 sin embargo la primera obra de importancia sería el canto de los adolescentes de karlheinz stockhausen de 1956,"En Alemania en cambio la forma de usar la tecnología se llamó música electrónica, que es aquella que utiliza solamente sonidos producidos electrónicamente. El primer concierto tendría lugar en Darmstadt en 1951, sin embargo la primera obra de importancia sería El canto de los adolescentes de Karlheinz Stockhausen de 1956."
iannis xenakis es otro compositor moderno que ha usado computadoras e instrumentos electrónicos incluido uno inventado por él en muchas composiciones,Iannis Xenakis es otro compositor moderno que ha usado computadoras e instrumentos electrónicos incluido uno inventado por él en muchas composiciones.
si bien el modernismo en sí es música de vanguardia el vanguardismo dentro de ella se refiere a los movimientos más radicales y controversiales donde el concepto de música llega hasta sus límites si no ya los sobrepasa utilizando elementos como ruidos grabaciones el sentido del humor el azar la improvisación el teatro el absurdo el ridículo o la sorpresa dentro de los géneros generalmente ubicados dentro de esta corriente radical se encuentra la música aleatoria la música electrónica en vivo el teatro musical la música ritual la composición de procesos el happening musical o la música intuitiva entre muchas otras entre los compositores más trascendentales que incursionaron en estas aventuras se encuentra john cage en américa y karlheinz stockhausen en europa,"Si bien el modernismo en sí es música de vanguardia, el vanguardismo dentro de ella se refiere a los movimientos más radicales y controversiales, donde el concepto de música llega hasta sus límites si no ya los sobrepasa utilizando elementos como ruidos, grabaciones, el sentido del humor, el azar, la improvisación, el teatro, el absurdo, el ridículo, o la sorpresa. Dentro de los géneros generalmente ubicados dentro de esta corriente radical se encuentra la música aleatoria, la música electrónica en vivo, el teatro musical, la música ritual, la composición de procesos, el happening musical, o la música intuitiva, entre muchas otras. Entre los compositores más trascendentales que incursionaron en estas aventuras se encuentra John Cage en América y Karlheinz Stockhausen en Europa."
stockhausen fue educado primeramente en la hochschule für musik k ln para después acudir a la universidad de colonia posteriormente estudiaría con olivier messiaen en parís y werner meyer-eppler en la universidad de bonn,Stockhausen fue educado primeramente en la Hochschule für Musik K ln para después acudir a la Universidad de Colonia. Posteriormente estudiaría con Olivier Messiaen en París y Werner Meyer-Eppler en la Universidad de Bonn.
como una de las principales figuras de la escuela de darmstadt que fue sus teorías y composiciones siguen siendo aún hoy en día de gran influencia para compositores de todos los tipos y estilos,"Como una de las principales figuras de la Escuela de Darmstadt que fue, sus teorías y composiciones siguen siendo, aún hoy en día, de gran influencia para compositores de todos los tipos y estilos."
sus obras compuestas a lo largo de casi sesenta años se abstienen de ser partícipes de las formas musicales más tradicionales aparte de las obras de música electrónica sus trabajos van desde realizar miniaturas para cajas de música hasta trabajos para instrumentos solistas canciones música de cámara músicas coral y orquestal e incluso un ciclo de siete óperas de larga duración,"Sus obras, compuestas a lo largo de casi sesenta años, se abstienen de ser partícipes de las formas musicales más tradicionales. Aparte de las obras de música electrónica, sus trabajos van desde realizar miniaturas para cajas de música hasta trabajos para instrumentos solistas, canciones, música de cámara, músicas coral y orquestal e incluso un ciclo de siete óperas de larga duración."
entre sus composiciones más notables encontramos la serie de diecinueve klavierstücke piezas para piano kontra-punkte para diez instrumentos su electrónica música concreta gesang der jünglinge gruppen para tres orquestas la obra para percusión solista zyklus kontakte la cantata momente su obra de electrónica en vivo mikrophonie i hymnen stimmung para seis vocalistas aus den sieben tagen mantra para dos pianos y electrónica tierkreis inori para solistas y orquesta y su gigantesco círculo de operas licht,"Entre sus composiciones más notables encontramos la serie de diecinueve Klavierstücke piezas para piano , Kontra-Punkte para diez instrumentos, su electrónica música concreta Gesang der Jünglinge, Gruppen para tres orquestas, la obra para percusión solista Zyklus, Kontakte, la cantata Momente, su obra de electrónica en vivo Mikrophonie I, Hymnen, Stimmung para seis vocalistas, Aus den sieben Tagen, Mantra para dos pianos y electrónica, Tierkreis, Inori para solistas y orquesta, y su gigantesco círculo de operas Licht."
pionero de la música aleatoria de la música electrónica y del uso no estándar de instrumentos musicales cage fue una de las figuras principales del avant garde de posguerra fue decisivo en el desarrollo de la danza moderna principalmente a través de su asociación con el coreógrafo merce cunningham quien fue su compañero sentimental la mayor parte de su vida,"Pionero de la música aleatoria, de la música electrónica y del uso no estándar de instrumentos musicales, Cage fue una de las figuras principales del avant garde de posguerra. Fue decisivo en el desarrollo de la danza moderna, principalmente a través de su asociación con el coreógrafo Merce Cunningham, quien fue su compañero sentimental la mayor parte de su vida."
entre sus maestros estuvieron henry cowell 1933 y arnold schoenberg 1933 35 ambos conocidos por sus innovaciones radicales en la música pero la principal influencia sobre el trabajo de cage se encuentra en diferentes culturas orientales a través de sus estudios de filosofía india y budismo zen a finales de los años 1940 cage llegó a la idea de la música aleatoria o música controlada por azar que comenzó a componer en 1951 el i ching un antiguo texto chino clásico sobre eventos cambiantes se convirtió en la herramienta compositiva habitual de cage durante el resto de su vida,"Entre sus maestros estuvieron Henry Cowell 1933 y Arnold Schoenberg 1933 35 , ambos conocidos por sus innovaciones radicales en la música, pero la principal influencia sobre el trabajo de Cage se encuentra en diferentes culturas orientales. A través de sus estudios de filosofía india y budismo zen a finales de los años 1940, Cage llegó a la idea de la música aleatoria o música controlada por azar, que comenzó a componer en 1951. El I Ching, un antiguo texto chino clásico sobre eventos cambiantes, se convirtió en la herramienta compositiva habitual de Cage durante el resto de su vida."
